id	sentiment	review
"2486_3"	0	"What happens when an army of wetbacks, towelheads, and Godless Eastern European commies gather their forces south of the border? Gary Busey kicks their butts, of course. Another laughable example of Reagan-era cultural fallout, Bulletproof wastes a decent supporting cast headed by L Q Jones and Thalmus Rasulala."
"6811_10"	1	"Although I generally do not like remakes believing that remakes are waste of time; this film is an exception. I didn't actually know so far until reading the previous comment that this was a remake, so my opinion is purely about the actual film and not a comparison.<br /><br />The story and the way it is written is no question: it is Capote. There is no need for more words.<br /><br />The play of Anthony Edwards and Eric Roberts is superb. I have seen some movies with them, each in one or the other. I was certain that they are good actors and in case of Eric I always wondered why his sister is the number 1 famous star and not her brother. This time this certainty is raised to fact, no question. His play, just as well as the play of Mr. Edwards is clearly the top of all their profession.<br /><br />I recommend this film to be on your top 50 films to see and keep on your DVD shelves."
"11744_9"	1	"\"Mr. Harvey Lights a Candle\" is anchored by a brilliant performance by Timothy Spall.<br /><br />While we can predict that his titular morose, up tight teacher will have some sort of break down or catharsis based on some deep down secret from his past, how his emotions are unveiled is surprising. Spall's range of feelings conveyed is quite moving and more than he usually gets to portray as part of the Mike Leigh repertory.<br /><br />While an expected boring school bus trip has only been used for comic purposes, such as on \"The Simpsons,\" this central situation of a visit to Salisbury Cathedral in Rhidian Brook's script is well-contained and structured for dramatic purposes, and is almost formally divided into acts.<br /><br />We're introduced to the urban British range of racially and religiously diverse kids (with their uniforms I couldn't tell if this is a \"private\" or \"public\" school), as they gather  the rapping black kids, the serious South Asians and Muslims, the white bullies and mean girls  but conveyed quite naturally and individually. The young actors, some of whom I recognized from British TV such as \"Shameless,\" were exuberant in representing the usual range of junior high social pressures. Celia Imrie puts more warmth into the supervisor's role than the martinets she usually has to play.<br /><br />A break in the trip leads to a transformative crisis for some while others remain amusingly oblivious. We think, like the teacher portrayed by Ben Miles of \"Coupling,\" that we will be spoon fed a didactic lesson about religious tolerance, but it's much more about faith in people as well as God, which is why the BBC showed it in England at Easter time and BBC America showed it in the U.S. over Christmas.<br /><br />Nathalie Press, who was also so good in \"Summer of Love,\" has a key role in Mr. Harvey's redemption that could have been played for movie-of-the-week preaching, but is touching as they reach out to each other in an unexpected way (unfortunately I saw their intense scene interrupted by commercials).<br /><br />While it is a bit heavy-handed in several times pointedly calling this road trip \"a pilgrimage,\" this quiet film was the best evocation of \"good will towards men\" than I've seen in most holiday-themed TV movies."
"7369_1"	0	"I had a feeling that after \"Submerged\", this one wouldn't be any better... I was right. He must be looking for champagne money, and not care about the final product... his voice gets repeatedly dubbed over by a stranger that sounds nothing like him; the editing is - well - just a grade above amateurish. It's nothing more than a B or C-grade movie with just enough money to hire a couple talented cameramen and an \"OK\" sound designer.<br /><br />Like the previous poster said, the problems seem to appear in post-production (...voice dubbing, etc.) Too bad, cause the plot's actually OK for a SG flick.<br /><br />I'll never rent another SG flick, unless he emails me asking for forgiveness.<br /><br />Too bad - I miss Kelly LeBrock...<br /><br />--jimbo"
"12081_1"	0	"note to George Litman, and others: the Mystery Science Theater 3000 riff is \"I don't think so, *breeder*\".<br /><br />my favorite riff is \"Why were you looking at his 'like'?\", simply for the complete absurdity. that, and \"Right well did not!\" over all, I would say we must give credit to the MST3K crew for trying to ridicule this TV movie. you really can't make much fun of the dialog; Bill S was a good playwright. on the other hand, this production is so bad that even he would disown it. a junior high school drama club could do better.<br /><br />I would recommend that you buy a book and read 'Hamlet'."
"3561_4"	0	"Stephen King adaptation (scripted by King himself) in which a young family, newcomers to rural Maine, find out about the pet cemetery close to their home. The father (Dale Midkiff) then finds out about the Micmac burial ground beyond the pet cemetery that has powers of resurrection - only of course anything buried there comes back not quite RIGHT.<br /><br />Below average \"horror\" picture starts out clumsy, insulting, and inept, and continues that way for a while, with the absolute worst element being Midkiff's worthless performance. It gets a little better toward the end, with genuinely disturbing finale. In point of fact, the whole movie is really disturbing, which is why I can't completely dismiss it - at least it has SOMETHING to make it memorable. Decent supporting performances by Fred Gwynne, as the wise old aged neighbor, and Brad Greenquist, as the disfigured spirit Victor Pascow are not enough to really redeem film.<br /><br />King has his usual cameo as the minister.<br /><br />Followed by a sequel also directed by Mary Lambert (is it any wonder that she's had no mainstream film work since?).<br /><br />4/10"
"4489_1"	0	"`The Matrix' was an exciting summer blockbuster that was visually fantastic but also curiously thought provoking in its `Twilight Zone'-ish manner. The general rule applies here- and this sequel doesn't match up to its predecessor. Worse than that, it doesn't even compare with it.<br /><br />`Reloaded' explodes onto the screen in the most un-professional fashion. In the opening few seconds the first impression is a generally good one as Trinity is shot in a dream. Immediately after that, the film nose-dives. After a disastrous first 45 minutes, it gradually gains momentum when they enter the Matrix and the Agent Smith battle takes place. But it loses itself all speed when it reaches the 14-minute car chase sequence and gets even worse at the big groan-worthy twist at the end. Worst of all is the overlong `Zion Rave' scene. Not only does it have absolutely nothing to do with the plot, but it's also a pathetic excuse for porn and depressive dance music.<br /><br />The bullet-time aspect of `The Matrix' was a good addition, but in `'Reloaded' they overuse to make it seem boring. In the first one there were interesting plot turns, but here it is too linear to be remotely interesting. The movie is basically, just a series of stylish diversions that prevent us from realising just how empty it really is. It works on the incorrect principle that bigger is better. It appears that `The Matrix' franchise has quickly descended into the special effects drenched misfire that other franchises such as the `Star Wars' saga have.<br /><br />The acting standard is poor for the most part. The best character of course goes to Hugo Weaving's `Agent Smith'- the only one to be slightly interesting. Keanu Reeves is the definitive Neo, but in all the special effects, there is little room to make much of an impact. Academy Award Nominee Laurence Fishburne is reduced to a monotonous mentor with poor dialogue. Carrie Ann Moss' part as the action chick could have been done much better by any other actress. <br /><br />A poor, thrown-together movie, `The Matrix Reloaded' is a disappointment. Those who didn't like the first one are unlikely to flock to it. This one's for die-hard fans only. Even in the movie's own sub-genre of special effect bonanzas (Minority Report, The Matrix etc.) this is still rather poor. My IMDb rating: 4.5/10."
"3951_2"	0	"Ulli Lommel's 1980 film 'The Boogey Man' is no classic, but it's an above average low budget chiller that's worth a look. The sequel, 1983s 'Boogey Man II' is ultimately a waste of time, but at the very least it's an entertaining one if not taken the least bit seriously. Now II left the door open for another sequel, and I for one wouldn't have minded seeing at least one more. One day while I was browsing though the videos at a store in the mall I came across a film entitled 'Return of the Boogey Man.' When I found out it was a sequel to the earlier films I was happy to shell out a few bucks for it...I should have known better. Though the opening title is 'Boogey Man 3,' this is no sequel to those two far superior films I named above. Well, not totally anyway.<br /><br />Pros: Ha! That's a laugh. Is there anything good about this hunk of cow dung? Let's see...it has footage from 'The Boogey Man' and, um...it's mercifully short. Yeah, that's about it.<br /><br />Cons: Where to start? Decisions, decisions. First of all, this movie is a total bore. It goes from one scene to the next without anything remotely interesting or scary happening. The acting is stiff at best. The \"actors\" are most likely friends of the director who had no acting experience whatsoever before, and probably none since. The plot is nonexistent and script shoddily written. The direction is just plain awful. The director tries to make the film look all artsy fartsy by making the camera move around, lights flicker, and with filters, but it adds nothing. The music is dull and hard to hear in parts. Ties to the original are botched. Suzanna Love's character was named Lacey, not Natalie! And the events depicted in the beginning of the original did not take place in 1978. Also, if this has a 3 in the title, why is there no mention of what happened in II? Finally, this adds nothing new or interesting to either the series or the genre.<br /><br />Final thoughts: The people behind this waste of time and money should be ashamed of themselves. It's one thing if that had been an original film that was the director's first and sucked. But instead it's supposed to be a sequel to film that is no masterpiece, but is damn sure far more interesting and entertaining than this. If there ever is another sequel, which I doubt it, then it needs to forget this one ever happened and be handled either by Lommel himself or someone who has at least some idea of how to make a decent horror film.<br /><br />My rating: 1/5"
"3304_10"	1	"This movie is one among the very few Indian movies, that would never fade away with the passage of time, nor would its spell binding appeal ever diminish, even as the Indian cinema transforms into the abyss of artificially styled pop culture while drill oriented extras take to enhancing the P.T. styled film songs.<br /><br />The cinematography speaks of the excellent skills of Josef Werching that accentuate the monumental and cinema scope effect of the film in its entirety.<br /><br />Gone are the days of great cinema, when every scene had to be clipped many times and retakes taken before finalizing it, while meticulous attention was paid in crafting and editing the scenes. Some of its poignant scenes are filled with sublime emotional intensity, like the instance, when Meena Kumari refuses to say \"YES\" as an approval for Nikah (Marriage Bond) and climbs down the hill while running berserk in traumatized frenzy. At the moment, Raj Kumar follows her, and a strong gale of wind blew away the veil of Kumari and onto the legs of Kumar........<br /><br />Kamal Amrohi shall always be remembered with golden words in the annals of Indian Cinema's history for endeavoring to complete this movie in a record setting 12 years. He had to manage filming of some of the vital songs without Meena's close ups, because Meena Kumari, the lady in the lead role was terminally ill and fighting for her life in early 1971."
"9352_10"	1	"Most people, especially young people, may not understand this film. It looks like a story of loss, when it is actually a story about being alone. Some people may never feel loneliness at this level.<br /><br />Cheadles character Johnson reflected the total opposite of Sandlers character Fineman. Where Johnson felt trapped by his blessings, Fineman was trying to forget his life in the same perspective. Jada is a wonderful additive to the cast and Sandler pulls tears. Cheadle had the comic role and was a great supporter for Sandler.<br /><br />I see Oscars somewhere here. A very fine film. If you have ever lost and felt alone, this film will assure you that you're not alone.<br /><br />Jerry"
"3374_7"	1	"\"Soylent Green\" is one of the best and most disturbing science fiction movies of the 70's and still very persuasive even by today's standards. Although flawed and a little dated, the apocalyptic touch and the environmental premise (typical for that time) still feel very unsettling and thought-provoking. This film's quality-level surpasses the majority of contemporary SF flicks because of its strong cast and some intense sequences that I personally consider classic. The New York of 2022 is a depressing place to be alive, with over-population, unemployment, an unhealthy climate and the total scarcity of every vital food product. The only form of food available is synthetic and distributed by the Soylent company. Charlton Heston (in a great shape) plays a cop investigating the murder of one of Soylent's most eminent executives and he stumbles upon scandals and dark secrets... The script is a little over-sentimental at times and the climax doesn't really come as a big surprise, still the atmosphere is very tense and uncanny. The riot-sequence is truly grueling and easily one of the most macabre moments in 70's cinema. Edward G. Robinson is ultimately impressive in his last role and there's a great (but too modest) supportive role for Joseph Cotton (\"Baron Blood\", \"The Abominable Dr. Phibes\"). THIS is Science-Fiction in my book: a nightmarish and inevitable fade for humanity! No fancy space-ships with hairy monsters attacking our planet."
"10782_7"	1	"Michael Stearns plays Mike, a sexually frustrated individual with an interesting moral attitude towards sexuality. He has no problem ogling naked dancers but when women start having sex with men that's when he loses it. He believes that when women actually have sex that's when they lose any sense of \"innocence\" and/or \"beauty\". So he strolls through the Hollywood Hills stalking lovemaking couples at a distance, ultimately shooting the men dead with a high-powered rifle with a scope.<br /><br />The seeming primary reason for this movie's existence is to indulge in sexual activity over and over again. The \"story\" comes off as more of an afterthought. This is bound to make many a happily heterosexual male quite pleased as we're treated to enough protracted scenes of nudity (the ladies here look awfully good sans clothes) and sex to serve as a major dose of titillation. Of course, seeing a fair deal of it through a scope ups the creepiness factor considerably and illustrates the compulsion towards voyeurism. (For one thing, Mike eyes the couples through the scope for minutes at a time before finally pulling the trigger.) This is all underscored by awfully intrusive if somewhat atmospheric music on the soundtrack.<br /><br />Those with a penchant for lurid trash are bound to enjoy this to one degree or another. It even includes one lesbian tryst that confounds Mike and renders him uncertain *how* to react. It unfolds at a very slow pace, but wraps up with a most amusing ironic twist. It's a kinky and twisted rarity that if nothing else is going to definitely keep some viewers glued to the screen.<br /><br />7/10"
"5414_10"	1	"This happy-go-luck 1939 military swashbuckler, based rather loosely on Rudyard Kipling's memorable poem as well as his novel \"Soldiers Three,\" qualifies as first-rate entertainment about the British Imperial Army in India in the 1880s. Cary Grant delivers more knock-about blows with his knuckled-up fists than he did in all of his movies put together. Set in faraway India, this six-fisted yarn dwells on the exploits of three rugged British sergeants and their native water bearer Gunga Din (Sam Jaffe) who contend with a bloodthirsty cult of murderous Indians called the Thuggee. Sergeant Archibald Cutter (Cary Grant of \"The Last Outpost\"), Sergeant MacChesney (Oscar-winner Victor McLaglen of \"The Informer\"), and Sergeant Ballantine (Douglas Fairbanks, Jr. of \"The Dawn Patrol\"), are a competitive trio of hard-drinking, hard-brawling, and fun-loving Alpha males whose years of frolic are about to become history because Ballantine plans to marry Emmy Stebbins (Joan Fontaine) and enter the tea business. Naturally, Cutter and MacChesney drum up assorted schemes to derail Ballentine's plans. When their superiors order them back into action with Sgt. Bertie Higginbotham (Robert Coote of \"The Sheik Steps Out\"), Cutter and MacChesney drug Higginbotham so that he cannot accompany them and Ballantine has to replace him. Half of the fun here is watching the principals trying to outwit each other without hating themselves. Director George Stevens celebrates the spirit of adventure in grand style and scope as our heroes tangle with an army of Thuggees. Lenser Joseph H. August received an Oscar nomination for his outstanding black & white cinematography."
"10492_1"	0	"I would love to have that two hours of my life back. It seemed to be several clips from Steve's Animal Planet series that was spliced into a loosely constructed script. Don't Go, If you must see it, wait for the video ..."
"3350_3"	0	"The script for this movie was probably found in a hair-ball recently coughed up by a really old dog. Mostly an amateur film with lame FX. For you Zeta-Jones fanatics: she has the credibility of one Mr. Binks."
"6581_7"	1	"Looking for Quo Vadis at my local video store, I found this 1985 version that looked interesting. Wow! It was amazing! Very much a Ken Russell kind of film -quirky, stylized, very artistic, and of course \"different.\" Nero was presented not so much as evil incarnate, but as a wacky, unfulfilled emperor who would rather have had a circus career. He probably wondered why on earth he was put in the position of \"leading\" an empire -it wasn't much fun, and fun is what he longed for. Klause Maria Bandaur had a tremendous time with this role and played it for all it was worth. Yes, Nero persecuted the Christians with a vengeance; one of many who did so. At one point one of his henchmen murmurs: \"No one will ever understand we were simply protecting ourselves.\" He got that right."
"2203_3"	0	"Note to all mad scientists everywhere: if you're going to turn your son into a genetically mutated monster, you need to give him a scarier name than \"Paul.\" I don't care if he's a frightening hammerhead shark with a mouthful of dagger-sharp teeth and the ability to ambush people in the water as well as on dry land. Give the kid a more worthy name like, \"Thor,\" \"Rock,\" or \"Tiburon.\" Because even if he eats me up I will probably just sit there laughing, \"Ha! Get a load of this!!! Paul the Monster is ripping me to shreds!!!!!\" That's the worst part about this movie is, this shark-thing is referred to as \"Paul\" throughout the entire flick. It makes what could have been a decent, scary horror movie just seem silly. Not that there aren't other campy and contrived parts of \"Hammerhead: Shark Frenzy.\" The scientists spend the entire movie wandering along this island, and all of a sudden one of the girls starts itching madly from walking in the lush forest, and just HAS to pour water on her feet to relive the itching, which of course allows \"Paul\" to come out of the water and kill her. The one thing SciFI Channel did right in this movie was let the hottie live. But that's a small silver lining in an otherwise disappointing movie."
"689_1"	0	"What the ........... is this ? This must, without a doubt, be the biggest waste of film, settings and camera ever. I know you can't set your expectations for an 80's slasher high, but this is too stupid to be true. I baught this film for 0.89$ and I still feel the urge to go claim my money back. Can you imagine who hard it STINKS ?<br /><br />Who is the violent killer in this film and what are his motivations??? Well actually, you couldn't possible care less. And why should you? The makers of this piece of garbage sure didn't care. They didn't try to create a tiny bit of tension. The director ( Stephen Carpenter -- I guess it's much easier to find money with a name like that ) also made the Kindred (1986) wich was rather enjoyable and recently he did Soul Survivors. Complete crap as well, but at least that one had Eliza Dushku. This junk has the debut of Daphne Zuniga !!! ( Who ?? ) Yeah that's right, the Melrose Place chick. Her very memorable character dies about 15 min. after the opening credits. She's the second person to die. The first victim dies directly in the first minute, but nobody seems to mention or miss him afterwards so who cares ? The rest of the actors...they don't deserve the term actors actually, are completely uninteresting. You're hoping they die a quick and painful death...and not only their characters<br /><br />My humble opinion = 0 / 10"
"9152_1"	0	"Intrigued by the synopsis (every gay video these days has a hunk on the cover; this is not necessarily to be construed as a good sign) I purchased BEN AND ARTHUR without knowing a thing about it. This is my second (and I assure you it will be my last) purchase of a CULTURE Q CONNECTION video. As far as I am concerned, this DVD is nothing but a blatant rip-off. I do not make this observation lightly  I am a major collector of videos, gay and mainstream, and I can state with some authority and without hesitation that BEN AND ARTHUR is quite simply the worst film I have ever sat through in my life. Period. My collection boasts over 1,600 films (93% on them on DVD) and of those, well over 300 are gay and lesbian themed. I hardly own every gay movie ever made, but I am comfortable in stating that I pretty much purchase almost every gay video of interest that gets released, and very often I buy videos without knowing anything about the film. Sometimes, this makes for a pleasant surprise - Aimee & Jaguar, It's In The Water, Urbania and Normal are all examples of excellent gay titles that I stumbled upon accidentally. So when I read on the box that BEN AND ARTHUR concerned a conflict between gay lovers and the Christian Right, one of my favorite subjects, I decided to take the plunge sight unseen, despite my previously disappointing purchase of another CULTURE Q CONNECTION title, VISIONS OF SUGAR PLUMS. That film was pretty bad, but compared to BEN AND ARTHUR, it viewed like GONE WITH THE WIND. So what was so wrong with BEN AND ARTHUR? Plenty! To begin with, the \"plot\" such as it was, was totally ridiculous. This film almost made me sympathetic to the Christian Right  we are asked to believe not only that a church would expel a member because his brother is gay, but that a priest would actually set up a mob style execution of a gay couple in order to save their souls (like this even makes sense). The writing is so poor that many scenes make no sense at all, and several plot points reflect no logic, follow-up or connection to the story. Murder and violence seem to be acceptable ends to the gay activist / right wing conflict on both sides, and the acting is so bad that it's difficult to imagine how anybody in this film got hired. The characters who are supposed to be straight are almost without exception clearly gay - and nelly stereotypes to boot; the gay characters are neither sexy nor interesting. This film is enough to put off anybody from buying gay themed videos forever, and the distributors should be ashamed of themselves. The only advantage this picture has over my other CULTURE Q Connection purchase, VISIONS OF SUGARPLAMS, is that this one has a soundtrack with clear dialogue. Hardly a distinction, since the script is so insipid that understanding the script only serves to make you more aware of how bad this film truly is. It is an embarrassment to Queer culture, and I intend to warn everyone I possibly can before they waste their money on it. At $9.95 this film would have been way overpriced; I understand that it's soon to be re-priced under $20, which is STILL highway robbery. I paid the original price of $29.95, and I never felt more cheated in my life. The only true laugh connected with this drivel is the reviews  I have seen \"user reviews\" for this film on numerous websites, and there is always one or two that \"praise\" the director / writer / actor in such a way that it's obvious that the reviewer is a friend of this Ed Wood wannabe. How sad. How desperate. I just wish IMDb would allow you to assign zero stars - or even minus zero. If ever a film deserved it, this is it."
"6077_1"	0	"Would anyone really watch this RUBBISH if it didn't contain little children running around nude? From a cinematic point of view it is probably one of the worst films I have encountered absolutely dire. Some perv woke up one day and thought I will make a film with little girls in and call it art, stick them in countryside and there isn't any need for a story or explanation of how they got there or why they don't appear to live anywhere or have parents because p*rn films don't need anything like that. I would comment on the rest of the film but I haven't ticked spoilers so I will just say avoid, avoid avoid and find yourself a proper film to watch"
"4656_4"	0	"Unremarkable and unmemorable remake of an old, celebrated English film. Although it may be overly maligned as a total disaster (which it is not), it never builds any tension and betrays its TV origins. Richard Burton sleepwalks through his role, and Sophia Loren's closed (in this movie) face doesn't display much passion, either. (**)"
"9727_7"	1	"Simon Pegg plays a rude crude and often out of control celebrity journalist who is brought from England to work for a big American magazine. Of course his winning ways create all sorts of complications. Amusing fact based comedy that co stars Kristen Dunst (looking rather grown up), Danny Huston, and Jeff Bridges. It works primarily because we like Simon Pegg despite his bad behavior. We completely understand why Kristen Dunst continues to talk to him despite his frequent screw ups. I liked the film. Its not the be all and end all but it was a nice way to cap off an evening of sitting on the couch watching movies.<br /><br />7 out of 10"
